1,-0.9971109732937735
1,-0.9955509135353767
1,-0.9932346816192675
2,0.24114600000000003
1,-0.9978695898203715
1,-0.9895788912768818
1,-0.9947029411764772
1,-0.9940017352941302
1,-0.9866913555276443
2,-0.02328707692307691
1,-0.9964163019675085
1,-0.9931914149746262
2,0.24360772727272723
1,-0.9967801937816518
1,-0.9978939463917506
1,-0.9969587335766626
1,-0.9967412261236009
1,-0.9960711179402016
1,-0.9964406339869386
1,-0.9960413387096845
1,-0.9973554148148208
1,-0.9960551505944577
1,-0.9952455164141498
1,-0.995205387218053
1,-0.997736319796955
2,0.3761719333333332
1,-0.9955980080808274
2,0.12530053846153844
1,-0.9974870622222208
2,0.17252599999999996
1,-0.996927400770726
2,-0.23193362500000003
1,-0.9960633834862501
1,-0.9943290321395899
1,-0.9971671341853158
1,-0.9949595311795799
1,-0.9949566557017661
1,-0.9959733472023017
1,-0.9973262112880066
1,-0.9875229036496401
2,0.5381747272727273
2,0.3943917142857142
1,-0.9960770309810686
1,-0.9946160695364258
1,-0.9963430638012256
1,-0.9973976801075415
1,-0.9919877156593577
1,-0.9895196748251829
